event_id,customer_id,timestamp,event_type,device_id,ip_country,is_new_device,is_new_geo,failed_login_count
EVTa0dbfca2-7,CUST00467,2026-06-16 16:06:58,login,DEV5da8d6d2,IN,False,False,0
EVTf06b6c12-9,CUST00312,2026-06-16 16:48:16,login,DEVb0ae8f08,IN,False,False,0
EVT33579b27-5,CUST00336,2026-06-16 17:03:13,login,DEV9191b363,IN,False,False,0
EVTb1420898-9,CUST00532,2026-06-16 17:19:28,login,DEV9fd34579,IN,False,False,0
EVTc8d57717-9,CUST00129,2026-06-16 18:07:05,otp_request,DEV5958a499,IN,False,False,0
EVT946b4482-9,CUST00385,2026-06-16 18:09:50,session_start,DEVb5b453ca,IN,False,False,0
EVT4926ce5f-7,CUST00038,2026-06-16 18:27:36,session_start,DEV24933b83,IN,False,False,0
EVT4a9ff50e-8,CUST00346,2026-06-16 18:34:37,login,DEV43b9da13,IN,False,False,0
EVT0d259caa-b,CUST00043,2026-06-16 18:52:09,otp_request,DEV7e570ddf,IN,False,False,0
EVT9de2fd3f-f,CUST00477,2026-06-16 19:08:36,login,DEV6502d6a2,IN,False,False,0
EVT42d4c734-8,CUST00483,2026-06-16 19:16:36,login,DEVd351df5f,IN,True,False,0
EVTc257cf73-c,CUST00002,2026-06-16 19:34:17,session_start,DEVbd9c66b3,IN,False,False,0
EVT5d87edd2-1,CUST00370,2026-06-16 19:41:12,login,DEV292bd156,IN,False,False,0
EVT83bccfa8-f,CUST00194,2026-06-16 19:54:10,login,DEV9e876040,IN,True,False,0
EVT2caf3d2f-f,CUST00380,2026-06-16 20:17:18,login,DEV71299889,IN,False,False,0
EVT7b011fdd-9,CUST00414,2026-06-16 20:24:34,login,DEV19b17e80,IN,False,False,0
EVT835c3541-6,CUST00529,2026-06-16 20:24:59,login,DEVb65feea9,IN,False,False,0
EVT7c12d198-5,CUST00301,2026-06-16 20:33:37,login,DEV3d85de89,IN,False,False,1
EVT600b4b35-6,CUST00109,2026-06-16 21:00:21,login,DEV37bb3eec,IN,False,False,0
EVTa893b7e0-4,CUST00587,2026-06-16 21:18:38,login,DEV2412a2ab,NG,True,True,3
EVT7af6cd41-9,CUST00153,2026-06-16 21:31:38,session_start,DEVeededb07,IN,False,False,0
EVTebc095f5-5,CUST00418,2026-06-16 21:33:30,login,DEV1327f1bc,IN,False,False,0
EVTcc876b1c-a,CUST00449,2026-06-16 21:42:36,login,DEV4bbe4aff,IN,False,False,0
EVTf5504c52-4,CUST00397,2026-06-16 21:48:30,login,DEVdabac50d,IN,False,False,0
EVT2c649adf-a,CUST00349,2026-06-16 22:15:25,login,DEV398d1ca6,IN,False,False,0
EVTe7f2418a-9,CUST00300,2026-06-16 22:22:00,login,DEV680bac63,IN,False,False,0
EVTbf06d520-d,CUST00421,2026-06-16 22:24:14,otp_request,DEV541cdfcd,IN,False,False,0
EVT4d59616b-7,CUST00167,2026-06-16 22:47:49,login,DEV787f2425,IN,False,False,0
EVTf9a62522-c,CUST00316,2026-06-16 22:50:26,login,DEVd52721e7,IN,False,False,1
EVTd9750f00-d,CUST00083,2026-06-16 22:56:55,session_start,DEV7c441fe7,IN,False,False,0
EVT8da03d88-0,CUST00197,2026-06-16 23:00:36,password_reset,DEV35ce8841,IN,False,False,0
EVTaf9e7a0e-9,CUST00255,2026-06-16 23:10:43,otp_request,DEV56666f9f,IN,False,False,0
EVT3a0e618f-4,CUST00400,2026-06-16 23:21:02,login,DEVd664d264,IN,False,False,0
EVT51a3dfe4-7,CUST00111,2026-06-16 23:28:15,login,DEVe97c0337,VN,True,True,2
EVT0279d6d8-e,CUST00507,2026-06-16 23:36:00,login,DEV4fdcb645,IN,True,False,0
EVT81d9cff9-9,CUST00009,2026-06-16 23:40:26,login,DEVf3d210db,IN,True,False,0
EVTd7aa0f83-5,CUST00514,2026-06-17 00:19:27,login,DEV8a4b8f7c,IN,False,False,0
EVT41e0cfaf-5,CUST00367,2026-06-17 00:20:24,login,DEVd0725b5c,IN,False,False,0
EVT47020de0-b,CUST00507,2026-06-17 00:33:48,login,DEVfd235def,IN,False,False,1
EVT4674a0eb-4,CUST00357,2026-06-17 00:59:27,login,DEV9918ee46,IN,False,False,0
EVTd15a1b21-d,CUST00098,2026-06-17 01:19:04,login,DEV50029c14,IN,True,False,0
EVT27aa7cbc-2,CUST00009,2026-06-17 01:22:34,login,DEVc241330b,IN,False,False,0
EVTb9def348-4,CUST00372,2026-06-17 01:22:57,login,DEVc0ff979e,IN,True,False,0
EVTdf4b4c19-6,CUST00078,2026-06-17 01:23:04,login,DEVeeb450c8,IN,True,False,0
EVT3977c6c3-4,CUST00309,2026-06-17 01:30:44,login,DEV22f50db1,IN,True,False,0
EVT18f1a1e4-1,CUST00193,2026-06-17 01:48:26,login,DEVaa38d0a1,IN,False,False,0
EVTee462fcd-a,CUST00243,2026-06-17 02:03:32,device_registration,DEVbc10fa52,IN,False,False,0
EVTdabf984e-5,CUST00058,2026-06-17 02:17:24,login,DEV81f631d4,IN,False,False,0
EVT7e1f48c4-a,CUST00250,2026-06-17 02:18:59,login,DEVe82c7d7b,IN,False,False,0
EVT4ce09ecb-c,CUST00292,2026-06-17 02:24:17,session_start,DEVc01f36bf,IN,False,False,1
EVT737ea52f-6,CUST00542,2026-06-17 02:28:25,login,DEV50032b35,IN,False,False,1
EVTfcd2280e-e,CUST00419,2026-06-17 02:41:53,login,DEV43d88870,IN,False,False,0
EVT20b6a33c-1,CUST00417,2026-06-17 03:22:57,login,DEV24b0e62f,IN,True,False,0
EVT48769153-c,CUST00074,2026-06-17 03:55:54,login,DEV66245bfa,IN,False,False,0
EVT6b775489-1,CUST00367,2026-06-17 05:00:50,login,DEVe3f9899a,NG,True,True,2
EVT3f91c419-e,CUST00459,2026-06-17 05:29:34,otp_request,DEVc478f6f1,IN,False,False,0
EVT33057245-2,CUST00539,2026-06-17 05:50:26,login,DEVafb29df9,IN,True,False,0
EVT7b90942f-9,CUST00187,2026-06-17 05:51:54,login,DEVf2e9702d,IN,False,False,0
EVT40b374f8-8,CUST00181,2026-06-17 06:13:43,login,DEV1d9af659,IN,False,False,0
EVT18fdd2b9-7,CUST00094,2026-06-17 06:23:10,login,DEV23e2fcb4,IN,False,False,0
EVT107187d9-2,CUST00112,2026-06-17 06:37:51,login,DEV2d4177f0,RU,True,True,3
EVTe37b9630-9,CUST00439,2026-06-17 06:47:22,login,DEV5b1bab8d,IN,True,False,0
EVTe45e2ad0-8,CUST00190,2026-06-17 06:53:51,login,DEV81d2c7de,IN,False,False,0
EVT4aab47b2-3,CUST00133,2026-06-17 06:55:24,login,DEVce9e1a11,IN,False,False,0
EVTb4cb8396-2,CUST00442,2026-06-17 07:00:25,login,DEV590bbfbc,UNKNOWN,True,True,2
EVT10168d65-4,CUST00525,2026-06-17 07:07:43,login,DEVa8addf36,IN,False,False,0
EVTc2492e5e-0,CUST00131,2026-06-17 07:08:54,login,DEV702cdd20,IN,False,False,0
EVT0aeccec7-2,CUST00157,2026-06-17 07:23:00,login,DEVdfed2c43,IN,False,False,0
EVT14f32e9b-d,CUST00360,2026-06-17 07:36:34,login,DEV55409902,IN,True,False,0
EVT4528bbd1-2,CUST00387,2026-06-17 07:38:30,login,DEVe62e54eb,NG,True,True,2
EVT01bf9e73-3,CUST00055,2026-06-17 08:05:23,login,DEVf8cda88b,IN,False,False,0
EVTea8b31f5-c,CUST00330,2026-06-17 08:42:09,login,DEV15ce6a66,IN,False,False,0
EVTc4615234-8,CUST00121,2026-06-17 09:14:24,login,DEV42c18a62,IN,False,False,0
EVT79900a27-6,CUST00448,2026-06-17 09:25:27,login,DEV61a11729,IN,False,False,0
EVTd900da4b-f,CUST00599,2026-06-17 09:40:27,login,DEV6fcc57dd,IN,False,False,0
EVT9e90d107-0,CUST00365,2026-06-17 09:42:21,session_start,DEV7135f221,IN,False,False,0
EVT6448a3d5-d,CUST00480,2026-06-17 09:48:30,login,DEV618ae305,IN,False,False,0
EVTfae91634-3,CUST00520,2026-06-17 09:51:45,session_start,DEV1d181ee9,IN,False,False,0
EVT3e19fc1d-9,CUST00129,2026-06-17 10:08:28,login,DEV5958a499,IN,False,False,0
EVT187de0c5-c,CUST00526,2026-06-17 10:12:36,login,DEVa4b1f991,IN,False,False,0
EVTa3922a4e-4,CUST00449,2026-06-17 10:13:40,login,DEV4bbe4aff,IN,False,False,0
EVT5cce495d-b,CUST00417,2026-06-17 10:35:50,login,DEVdef57689,IN,False,False,0
EVTada58417-5,CUST00012,2026-06-17 10:41:31,login,DEV1a2a73ed,IN,False,False,0
EVTa7d4cf50-f,CUST00042,2026-06-17 10:45:22,session_start,DEVff50bde4,IN,False,False,0
EVTf395c213-7,CUST00593,2026-06-17 10:57:58,login,DEV5024bdc6,IN,False,False,0
EVTa6091ad0-b,CUST00315,2026-06-17 11:00:02,login,DEV98c7472a,IN,False,False,0
EVT3fa83ff8-d,CUST00166,2026-06-17 11:02:05,login,DEV4af1ff74,UNKNOWN,True,True,3
EVTac735be0-0,CUST00294,2026-06-17 11:34:22,login,DEV7e8adee7,IN,False,False,0
EVT198640a1-4,CUST00131,2026-06-17 11:43:56,login,DEV454e1370,IN,True,False,0
EVT92cf6021-1,CUST00048,2026-06-17 11:44:39,login,DEV405cacec,IN,False,False,0
EVT97777f10-f,CUST00067,2026-06-17 12:10:12,device_registration,DEVd0e6e660,IN,False,False,0
EVT6f35fae2-c,CUST00046,2026-06-17 12:13:34,login,DEVc67e0a01,IN,True,False,0
EVT781aee5a-a,CUST00046,2026-06-17 12:46:24,login,DEV817b6767,UNKNOWN,True,True,2
EVT6c914882-6,CUST00423,2026-06-17 12:52:40,login,DEVa075e927,IN,False,False,0
EVT02d3fb7e-8,CUST00553,2026-06-17 13:01:43,login,DEV49a214ae,IN,False,False,0
EVT2904a6d6-e,CUST00450,2026-06-17 13:02:09,login,DEV059dd55d,IN,False,False,0
EVT94deff78-c,CUST00513,2026-06-17 13:03:58,login,DEVffd8ca90,UNKNOWN,True,True,4
EVT089f4c42-2,CUST00277,2026-06-17 13:06:28,login,DEVe322544a,IN,True,False,0
EVT95dfe6cb-c,CUST00314,2026-06-17 13:31:50,login,DEV96ef2ad6,IN,False,False,0
EVT32f194d8-2,CUST00553,2026-06-17 14:26:09,login,DEV49a214ae,IN,False,False,0
EVT812faa38-9,CUST00179,2026-06-17 14:29:18,otp_request,DEV587ef344,IN,False,False,0
EVTad5406bc-7,CUST00407,2026-06-17 14:54:53,login,DEVdb23aa8c,IN,False,False,0
EVTee38a9e9-f,CUST00550,2026-06-17 15:56:03,login,DEV7455c604,IN,True,False,0
EVT5761b099-4,CUST00476,2026-06-17 15:56:47,login,DEV8eac0a33,IN,False,False,0
EVTf480ada5-e,CUST00444,2026-06-17 16:12:10,session_start,DEV4c955f6a,IN,False,False,0
EVT61a451ff-7,CUST00217,2026-06-17 16:37:03,login,DEV8eb22579,IN,False,False,0
EVTf997f697-6,CUST00351,2026-06-17 16:47:03,otp_request,DEV0f44704f,IN,False,False,0
EVTe25df9a8-9,CUST00030,2026-06-17 16:52:41,login,DEVb02b61c4,IN,False,False,0
EVTab987d93-5,CUST00559,2026-06-17 16:53:20,login,DEV6dda4f8d,IN,False,False,0
EVT7862246c-0,CUST00464,2026-06-17 17:01:28,login,DEVe8dd5e5a,IN,False,False,0
EVT50f53bd8-7,CUST00524,2026-06-17 17:33:06,password_reset,DEVba2c98ce,IN,False,False,0
EVTf1b2f143-0,CUST00304,2026-06-17 17:39:27,login,DEV6786d506,IN,False,False,0
EVTbaeb286b-f,CUST00094,2026-06-17 18:02:09,login,DEV23e2fcb4,IN,False,False,0
EVT98dc9e0b-5,CUST00141,2026-06-17 18:11:28,password_reset,DEV81627cf1,IN,False,False,0
EVTa55fa725-b,CUST00270,2026-06-17 18:21:56,login,DEV4fa03f26,IN,False,False,0
EVTbe6127a8-0,CUST00206,2026-06-17 18:35:50,login,DEVce7ae7f6,IN,False,False,0
EVT8ac8ad93-7,CUST00143,2026-06-17 18:37:23,login,DEVa2607723,IN,False,False,1
EVT62d846d0-5,CUST00408,2026-06-17 18:43:02,session_start,DEV517400f8,IN,False,False,1
EVT98550b1e-d,CUST00158,2026-06-17 19:02:46,login,DEVbfddc3d9,IN,False,False,0
EVT1690636b-6,CUST00242,2026-06-17 19:15:09,session_start,DEVd5f25073,IN,False,False,0
EVT8f964685-3,CUST00045,2026-06-17 19:34:34,login,DEV28f49481,IN,False,False,0
EVT34afa2e1-c,CUST00509,2026-06-17 19:48:16,login,DEV8de08fc2,IN,False,False,0
EVT84d67c4f-f,CUST00032,2026-06-17 20:09:25,login,DEV0e51f30d,IN,False,False,0
EVT08207d4e-8,CUST00591,2026-06-17 20:47:37,login,DEVbdf66ba5,IN,False,False,0
EVT4838a888-1,CUST00271,2026-06-17 20:51:46,password_reset,DEVedcb8cb6,IN,False,False,0
EVT15534416-b,CUST00212,2026-06-17 21:02:46,login,DEV1d3208db,RU,True,True,4
EVTa3bfe403-3,CUST00148,2026-06-17 21:03:27,login,DEV1ca3c448,IN,False,False,0
EVT5d822e3a-6,CUST00297,2026-06-17 21:43:37,login,DEV989d9d4a,IN,False,False,0
EVT6b352f85-5,CUST00043,2026-06-17 21:48:58,login,DEV7e570ddf,IN,False,False,0
EVT2c9de90a-b,CUST00536,2026-06-17 21:51:48,login,DEVcb08587d,IN,False,False,0
EVT2296d3f6-2,CUST00478,2026-06-17 21:55:27,session_start,DEV1fa382e8,IN,False,False,0
EVT578cd875-d,CUST00247,2026-06-17 22:12:09,login,DEVcc530e36,IN,False,False,0
EVTc75e769c-2,CUST00191,2026-06-17 22:15:42,login,DEVdd20525e,NG,True,True,2
EVT10fd7164-8,CUST00452,2026-06-17 22:19:48,otp_request,DEVdd750e98,IN,False,False,0
EVT07fb3bdd-9,CUST00212,2026-06-17 22:40:45,login,DEV79cdc59e,IN,True,False,0
EVT313e59a2-f,CUST00385,2026-06-17 22:42:59,login,DEVbc6699ff,NG,True,True,3
EVTc528ac36-2,CUST00492,2026-06-17 23:15:36,login,DEVb24cc64f,IN,False,False,0
EVTf68c62e6-e,CUST00148,2026-06-17 23:17:08,login,DEV1ca3c448,IN,False,False,0
EVTdcb91d5f-5,CUST00105,2026-06-17 23:43:05,login,DEVc8fe3ccd,IN,False,False,0
EVT94010dfe-7,CUST00356,2026-06-17 23:54:24,login,DEV8a3c3b5e,IN,False,False,0
EVT68e8f311-5,CUST00280,2026-06-18 00:06:34,login,DEV11a72609,IN,False,False,0
EVTa137f8e4-6,CUST00097,2026-06-18 00:17:35,login,DEVdb20a56e,IN,False,False,0
EVTbb27f6bc-9,CUST00480,2026-06-18 00:19:09,login,DEV618ae305,IN,False,False,0
EVT98197749-f,CUST00365,2026-06-18 00:20:38,session_start,DEV7135f221,IN,False,False,0
EVT82ec0fc3-7,CUST00428,2026-06-18 00:26:11,login,DEVfa745761,IN,False,False,1
EVTd4c3a832-b,CUST00016,2026-06-18 00:35:55,session_start,DEVec1b8ca1,IN,False,False,0
EVT87d75309-d,CUST00587,2026-06-18 00:48:53,device_registration,DEV6e3f683a,IN,False,False,0
EVT75175f39-7,CUST00196,2026-06-18 00:54:54,login,DEVd56f0350,IN,False,False,0
EVTcd75e6de-c,CUST00418,2026-06-18 00:58:35,login,DEV1327f1bc,IN,False,False,0
EVT7d457a09-4,CUST00428,2026-06-18 01:04:10,login,DEVfa745761,IN,False,False,0
EVT26087b53-c,CUST00538,2026-06-18 01:23:34,login,DEV8d244e3e,IN,False,False,0
EVTc6435300-6,CUST00006,2026-06-18 01:23:58,session_start,DEVb74d0fb1,IN,False,False,0
EVTaa10ce87-e,CUST00145,2026-06-18 01:24:10,login,DEV45876487,IN,True,False,0
EVTf7ebc69a-b,CUST00227,2026-06-18 01:33:04,login,DEV46fde062,IN,False,False,0
EVTa5accd5a-4,CUST00469,2026-06-18 01:47:10,login,DEVe9ff1cae,IN,False,False,0
EVT76876c62-4,CUST00063,2026-06-18 02:01:41,login,DEV5cec4eb5,IN,False,False,0
EVTb7014925-2,CUST00574,2026-06-18 02:12:22,session_start,DEV27d415b6,IN,False,False,0
EVTa904babd-6,CUST00589,2026-06-18 02:17:03,login,DEV8f0881ee,IN,False,False,0
EVTc6a28e4e-0,CUST00279,2026-06-18 02:55:43,login,DEV8861fe18,IN,False,False,0
EVTbd5a6112-d,CUST00505,2026-06-18 02:59:09,otp_request,DEVa3b5cece,IN,False,False,0
EVT1e5c5da8-d,CUST00419,2026-06-18 03:02:32,login,DEV43d88870,IN,False,False,0
EVT0261c87a-a,CUST00181,2026-06-18 03:07:09,login,DEV1d9af659,IN,False,False,0
EVT083759f8-2,CUST00387,2026-06-18 03:09:27,session_start,DEV3985fb62,IN,False,False,0
EVT504d39e0-d,CUST00599,2026-06-18 03:21:53,login,DEVbc9b944f,UNKNOWN,True,True,4
EVTb99e6f7b-2,CUST00516,2026-06-18 03:39:41,login,DEV21bddb41,IN,False,False,1
EVTc2e8a700-3,CUST00566,2026-06-18 03:40:27,login,DEV05476e17,IN,True,False,0
EVT7b4d8646-5,CUST00267,2026-06-18 04:22:10,login,DEV5e6fea07,IN,False,False,0
EVT0991946d-5,CUST00435,2026-06-18 04:23:06,device_registration,DEV2e183554,IN,False,False,0
EVTa8b97820-e,CUST00557,2026-06-18 04:24:56,login,DEV8e676a01,IN,False,False,0
EVTbe9cafcf-e,CUST00289,2026-06-18 04:27:41,login,DEV97ac6aa8,IN,False,False,0
EVTa550a4d1-8,CUST00460,2026-06-18 04:36:02,login,DEV5468edcc,IN,True,False,0
EVTbada0c94-1,CUST00304,2026-06-18 05:08:58,login,DEV6786d506,IN,False,False,0
EVTf485e944-3,CUST00508,2026-06-18 05:09:28,login,DEV34885a46,IN,False,False,0
EVT23451386-e,CUST00146,2026-06-18 05:09:59,login,DEV725d71f1,IN,True,False,0
EVT50bf2995-9,CUST00251,2026-06-18 05:12:05,login,DEVa9ba5a27,IN,False,False,0
EVT3de54ee2-a,CUST00478,2026-06-18 05:25:42,login,DEV1fa382e8,IN,False,False,0
EVT14a34f7f-d,CUST00081,2026-06-18 05:49:31,login,DEV080aadfb,IN,False,False,0
EVTc2a59d7b-2,CUST00387,2026-06-18 06:00:51,login,DEV3985fb62,IN,False,False,0
EVT8b160a4d-7,CUST00531,2026-06-18 06:06:52,login,DEV49058e12,IN,True,False,0
EVTf168c605-c,CUST00166,2026-06-18 06:20:20,device_registration,DEV61ee411a,IN,False,False,0
EVT7b9ea9eb-a,CUST00484,2026-06-18 06:35:12,login,DEV9c2e58de,IN,False,False,0
EVTf7e9101d-3,CUST00136,2026-06-18 06:39:58,session_start,DEVe0ccedc5,IN,False,False,0
EVT161d6acf-1,CUST00366,2026-06-18 06:42:27,login,DEVff37d19c,IN,False,False,0
EVT0406ff44-7,CUST00079,2026-06-18 07:07:51,login,DEV01d74256,IN,False,False,0
EVT076c1833-c,CUST00106,2026-06-18 07:21:01,login,DEV0c586c0a,IN,True,False,0
EVT33261887-9,CUST00090,2026-06-18 07:21:18,login,DEVa748dbcf,IN,False,False,0
EVT795e6f2b-0,CUST00165,2026-06-18 07:27:20,otp_request,DEV28c13091,IN,False,False,0
EVT3c91accc-5,CUST00564,2026-06-18 07:30:58,login,DEVb81c14e5,IN,True,False,0
EVT52ce55e3-6,CUST00314,2026-06-18 07:31:53,login,DEV96ef2ad6,IN,False,False,0
EVTaa5ca8cd-1,CUST00594,2026-06-18 07:32:53,login,DEV67884209,IN,False,False,0
EVTf9fc9c3f-3,CUST00531,2026-06-18 07:49:54,login,DEV25f934bf,IN,False,False,0
EVTdde4f5c1-5,CUST00310,2026-06-18 07:57:11,login,DEVb8a6171f,IN,False,False,0
EVT2aa814da-5,CUST00436,2026-06-18 07:57:57,login,DEV9c07a751,IN,False,False,0
EVTe43081aa-6,CUST00386,2026-06-18 07:59:17,password_reset,DEV03802b70,IN,False,False,0
EVTfa3f012e-4,CUST00461,2026-06-18 08:52:10,login,DEVa0a11839,IN,False,False,0
EVT12fc7a87-a,CUST00031,2026-06-18 09:07:02,session_start,DEV5304317f,IN,False,False,0
EVT710dcbb7-6,CUST00414,2026-06-18 09:22:37,login,DEV18721154,IN,True,False,0
EVT397ab7cc-2,CUST00485,2026-06-18 09:29:22,login,DEV80210c15,RU,True,True,3
EVT16f32b93-2,CUST00462,2026-06-18 09:43:53,login,DEVc9e26074,IN,False,False,0
EVT16591c89-2,CUST00086,2026-06-18 09:55:50,login,DEV7914c120,IN,False,False,0
EVT4cc9f5f2-e,CUST00029,2026-06-18 10:28:51,session_start,DEV451b4cf3,IN,False,False,0
EVT0038dc84-a,CUST00368,2026-06-18 10:29:32,device_registration,DEV785299f4,IN,False,False,0
EVTd7a998ea-e,CUST00541,2026-06-18 10:40:18,device_registration,DEV66132e69,IN,False,False,0
EVT09ab99a3-6,CUST00559,2026-06-18 10:41:51,login,DEV6dda4f8d,IN,False,False,0
EVT8f7c1d59-5,CUST00047,2026-06-18 10:54:14,session_start,DEV988c24c9,IN,False,False,0
EVT1bc2197e-7,CUST00367,2026-06-18 11:05:33,login,DEVd0725b5c,IN,False,False,0
EVTeca04629-e,CUST00581,2026-06-18 11:18:44,login,DEV86e52753,IN,False,False,0
EVT5afaeb32-4,CUST00529,2026-06-18 11:25:03,login,DEVb65feea9,IN,False,False,0
EVTd8a5aa52-1,CUST00513,2026-06-18 11:47:20,login,DEVfbe94499,IN,False,False,0
EVTbf8e8bfa-a,CUST00117,2026-06-18 11:47:41,login,DEVf10c718b,IN,False,False,0
EVTb9175922-1,CUST00257,2026-06-18 12:14:15,login,DEV72176085,IN,True,False,0
EVT8494205c-3,CUST00227,2026-06-18 12:28:47,session_start,DEV46fde062,IN,False,False,0
EVTe8fe6095-2,CUST00358,2026-06-18 12:40:09,login,DEVbc0a6a5d,IN,False,False,0
EVT788f06ed-3,CUST00460,2026-06-18 12:43:52,login,DEV2303f6c6,IN,False,False,0
EVT8ccc9cea-1,CUST00029,2026-06-18 12:44:02,login,DEV451b4cf3,IN,False,False,0
EVTa28322e8-d,CUST00448,2026-06-18 12:52:54,login,DEVd4073daa,IN,True,False,0
EVTb92d933d-a,CUST00472,2026-06-18 12:59:21,login,DEV2ac3aafc,NG,True,True,2
EVT04d07f29-1,CUST00420,2026-06-18 13:09:00,password_reset,DEV65c17795,IN,False,False,0
EVT94fb09f0-5,CUST00110,2026-06-18 13:17:08,login,DEVbc594585,IN,False,False,0
EVT6ee35607-9,CUST00138,2026-06-18 13:20:50,password_reset,DEV27cb6f2a,IN,False,False,0
EVT0a872ac2-8,CUST00462,2026-06-18 13:25:05,session_start,DEVc9e26074,IN,False,False,0
EVT7b189d5d-9,CUST00574,2026-06-18 13:32:08,login,DEV27d415b6,IN,False,False,0
EVTa8535961-6,CUST00197,2026-06-18 13:34:35,login,DEV35ce8841,IN,False,False,0
EVT424d9430-b,CUST00368,2026-06-18 13:52:31,login,DEV785299f4,IN,False,False,0
EVT062667fc-c,CUST00525,2026-06-18 13:52:57,login,DEVa8addf36,IN,False,False,0
EVT01b8c14a-f,CUST00535,2026-06-18 14:13:59,login,DEV816bcb9f,IN,False,False,0
EVTa4b65cfa-8,CUST00371,2026-06-18 14:16:00,login,DEV7ed70ed7,IN,False,False,0
EVT54bbbcf8-2,CUST00095,2026-06-18 14:31:26,password_reset,DEV766ecb15,IN,False,False,0
EVT70944bdb-2,CUST00003,2026-06-18 14:37:24,password_reset,DEV972a8469,IN,False,False,0
EVT97867b12-1,CUST00132,2026-06-18 14:43:16,login,DEV4d71c366,IN,False,False,0
EVTa8761e85-b,CUST00123,2026-06-18 14:54:19,login,DEV21813d25,IN,False,False,0
EVT5b29317a-6,CUST00428,2026-06-18 15:00:15,session_start,DEVfa745761,IN,False,False,0
EVTb2051cec-c,CUST00352,2026-06-18 15:05:27,login,DEV9854ce4e,IN,False,False,0
EVT1e2595b8-8,CUST00028,2026-06-18 15:21:53,login,DEV3eabedcb,IN,False,False,0
EVT9f6facc1-4,CUST00182,2026-06-18 15:32:22,login,DEV30a900ad,IN,False,False,0
EVTe6e987ca-b,CUST00033,2026-06-18 15:42:50,password_reset,DEVce177b4e,IN,False,False,0
EVT8ef4d74b-2,CUST00285,2026-06-18 15:58:56,login,DEV2d174fc9,IN,False,False,0
EVT6319629b-d,CUST00156,2026-06-18 16:46:56,login,DEV5a8aaeca,IN,False,False,1
EVT5c9deee0-b,CUST00058,2026-06-18 17:01:46,otp_request,DEV81f631d4,IN,False,False,0
EVT0f9d7819-5,CUST00032,2026-06-18 17:15:01,login,DEV36514258,IN,True,False,0
EVTa9e8f0d8-5,CUST00189,2026-06-18 17:15:44,login,DEV1fe771d6,IN,False,False,0
EVTdfb68a5f-b,CUST00334,2026-06-18 17:20:07,session_start,DEVe893be3d,IN,False,False,0
EVT1ff49f0a-9,CUST00526,2026-06-18 17:21:46,login,DEVa4b1f991,IN,False,False,0
EVTf75efed8-2,CUST00320,2026-06-18 17:27:52,login,DEV4ac9778d,IN,False,False,0
EVTb5356bf3-b,CUST00327,2026-06-18 17:31:03,login,DEVdc404104,UNKNOWN,True,True,3
EVTf94d8fcb-d,CUST00082,2026-06-18 17:35:00,login,DEV839fbc50,IN,False,False,0
