txn_id,customer_id,timestamp,amount,channel,rule_score,ml_score,risk_score,risk_band,reasons
TXNe5ecb9dc-d,CUST00234,2026-07-05 16:45:15,160002.03,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN85915047-e,CUST00242,2026-06-23 14:51:19,39402.87,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNbeb5ba0f-1,CUST00238,2026-07-03 23:35:16,117253.35,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN63b1a52e-9,CUST00111,2026-06-16 23:34:15,52050.03,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN902a73ae-b,CUST00112,2026-06-17 06:51:51,71874.61,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN75566ff1-b,CUST00112,2026-07-08 08:56:21,52920.11,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN3c243b45-d,CUST00110,2026-06-19 15:06:53,219326.95,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNda2a5b5f-6,CUST00253,2026-06-30 23:24:05,52178.37,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNf1aab637-7,CUST00265,2026-07-10 18:32:10,51282.56,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN59e849b6-3,CUST00262,2026-07-03 08:02:13,217730.96,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNb3700e92-9,CUST00260,2026-06-29 16:51:33,63827.8,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN0ae4e096-2,CUST00278,2026-07-05 00:24:52,113808.45,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN7d957e47-a,CUST00277,2026-07-03 15:35:02,128862.79,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN924d4a86-e,CUST00277,2026-07-07 23:11:17,246881.7,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN165effd1-c,CUST00291,2026-06-23 17:16:20,243571.88,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN05e3d107-1,CUST00290,2026-06-24 09:41:00,249399.11,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN47fefddb-f,CUST00285,2026-07-13 23:50:46,234935.29,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN18d939eb-a,CUST00282,2026-06-28 18:40:23,120227.32,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN19991b39-1,CUST00098,2026-07-09 19:44:10,223106.04,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN6e43b319-f,CUST00099,2026-06-21 13:04:42,249682.9,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN3b1f38f0-0,CUST00563,2026-07-13 06:05:40,140303.99,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN8f48de0a-3,CUST00576,2026-06-27 13:38:17,133175.23,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN94ca68d9-4,CUST00573,2026-07-12 06:00:52,111360.73,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNc5798f5d-9,CUST00295,2026-07-02 10:49:55,180074.05,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN282fbcce-8,CUST00306,2026-06-30 01:26:26,143580.82,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN01e1af8f-8,CUST00311,2026-07-01 01:03:06,46774.21,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNb6f957dc-a,CUST00310,2026-07-03 19:49:05,193173.08,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNf91070e0-2,CUST00317,2026-06-18 18:44:36,192455.05,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN70fbb28e-0,CUST00094,2026-07-12 08:22:20,212977.68,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN0426fe7b-0,CUST00325,2026-06-22 19:31:19,218756.89,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNfa1d8ded-7,CUST00326,2026-06-28 19:57:46,48122.25,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNf1c2fa18-c,CUST00091,2026-07-01 06:36:04,126877.32,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNb1768686-d,CUST00322,2026-06-27 10:58:48,60027.65,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN5d316263-4,CUST00319,2026-06-28 17:25:35,177738.52,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN408d5212-7,CUST00327,2026-06-18 17:44:03,191051.41,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNaf0f134e-0,CUST00329,2026-06-30 21:20:40,161489.87,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN576b67e3-e,CUST00338,2026-06-22 01:58:03,95757.03,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN3a9048cc-d,CUST00018,2026-07-08 08:13:38,107124.31,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN5f786318-3,CUST00569,2026-07-11 21:02:04,236348.57,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN1336d4de-c,CUST00337,2026-06-24 08:08:03,246626.48,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNc02d7e7f-9,CUST00348,2026-07-03 16:16:34,210988.3,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN784aee43-1,CUST00087,2026-06-26 20:14:23,201487.48,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNe3245730-2,CUST00341,2026-07-05 10:57:39,136691.51,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNc7706e6d-1,CUST00352,2026-06-21 11:07:47,202027.89,web,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '2 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNe5141d91-8,CUST00352,2026-06-26 21:26:34,118952.86,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNb504cdaf-1,CUST00351,2026-06-22 19:09:14,204292.86,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXN676cf539-c,CUST00349,2026-07-12 15:52:52,94769.45,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '3 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
TXNb3322d31-d,CUST00366,2026-07-05 01:04:00,202869.39,mobile,100.0,100.0,100.0,Critical,"['Login from an unrecognized device shortly before the transaction', 'Login originated from an unfamiliar / foreign geography', 'New device AND new geography correlated in the same session', '4 failed login attempt(s) just before the transaction', 'Funds sent to a new/unrecognized beneficiary', 'Transaction amount is unusually large for this profile']"
